movieTitle,releaseYear,productionCompany
Brooklyn Bridge,1981,WETA-TV
Brooklyn Bridge,1981,WNET
Endless Love,1981,PolyGram Pictures
Excalibur,1981,Orion Pictures
First Winter,1981,National Film Board of Canada
For Your Eyes Only,1981,Eon Productions
Heaven's Gate,1980,Partisan Productions
Journey for Survival,1981,Dick Young Productions
Outland,1981,The Ladd Company
Prince of the City,1981,Orion Pictures
See What I Say,1981,Michigan Women Filmmakers
The Great Muppet Caper,1981,ITC Entertainment
The Great Muppet Caper,1981,Henson Associates
The Tender Tale of Cinderella Penguin,1981,National Film Board of Canada
Three Brothers,1981,Gaumont
Gandhi,1982,Goldcrest Films
Gandhi,1982,International Film Investors
Gandhi,1982,National Film Development Corporation of India
Gandhi,1982,Indo-British Films
E.T. the Extra-Terrestrial,1982,Amblin Productions
An Officer and a Gentleman,1982,Lorimar Productions
Tootsie,1982,Mirage Enterprises
Victor/Victoria,1982,Metro-Goldwyn-Mayer
Victor/Victoria,1982,Pinewood Studios
Sophie's Choice,1982,ITC Entertainment
Missing,1982,PolyGram Pictures
A Shocking Accident,1982,Virgin Films
A Shocking Accident,1982,NFFC
Begin the Beguine,1982,Nickel Odeon
If You Love This Planet,1982,Studio D
Just Another Missing Kid,1981,CBC
Quest for Fire,1981,International Cinema Corporation
Quest for Fire,1981,Ciné Trail
Quest for Fire,1981,Belstar Productions
Quest for Fire,1981,Stéphan Films
Quest for Fire,1981,Gruskoff Film
Quest for Fire,1981,Famous Players Ltd.
Tango,1981,Film Polski
Tango,1981,Se-Ma-For
Das Boot,1981,Bavaria Film
Das Boot,1981,Radiant Film
Das Boot,1981,Westdeutscher Rundfunk
Das Boot,1981,SWR Fernsehen
The Verdict,1982,20th Century-Fox
The Verdict,1982,The Zanuck/Brown Company
Poltergeist,1982,Metro-Goldwyn-Mayer
Poltergeist,1982,SLM Production Group
Annie,1982,Rastar
Blade Runner,1982,The Ladd Company
Blade Runner,1982,Shaw Brothers
Blade Runner,1982,Blade Runner Partnership
Frances,1982,EMI Films
Frances,1982,Brooksfilms
The World According to Garp,1982,Warner Bros.
Tron,1982,Walt Disney Productions
Tron,1982,Lisberger-Kushner Productions
A Portrait of Giselle,1982,ABC Video Enterprises
After the Axe,1982,National Film Board of Canada
Alsino and the Condor,1982,Instituto Nicaraguense de Cine (INCINE)Productora Cinematográfica Latinoamericana de MéxicoCooperativa Cinematográfica CostarricenseInstituto Cubano del Arte e Industrias Cinematográficos (ICAIC)CRFCLatin-American Film Releasing Corp.NFI
Best Friends,1982,Timberlane Productions
Diner,1982,Metro-Goldwyn-Mayer
Gods of Metal,1982,Richter Productions
In Our Water,1982,Foresight Films
My Favorite Year,1982,Metro-Goldwyn-Mayer
My Favorite Year,1982,Brooksfilms Ltd.
One from the Heart,1982,Zoetrope Studios
Private Life,1982,Mosfilm
Rocky III,1982,United Artists
Rocky III,1982,Chartoff-Winkler Productions
The Best Little Whorehouse in Texas,1982,Miller-Milkis-Boyett Productions
The Best Little Whorehouse in Texas,1982,RKO Pictures
The Klan: A Legacy of Hate in America,1982,Guggenheim Productions
To Live or Let Die,1982,American Film Foundation
Traveling Hopefully,1982,Arnuthfonyus Films
"Yes, Giorgio",1982,Metro-Goldwyn-Mayer
The Right Stuff,1983,The Ladd Company
Fanny and Alexander,1982,Cinematograph
Fanny and Alexander,1982,Sveriges Television
Fanny and Alexander,1982,Gaumont International
Fanny and Alexander,1982,Personafilm
Fanny and Alexander,1982,Tobis Film
Fanny and Alexander,1982,Swedish Film Institute
Tender Mercies,1983,EMI Films
Tender Mercies,1983,Antron Media
Yentl,1983,United Artists
Yentl,1983,Barwood Films
Yentl,1983,Ladbroke Entertainment
Flashdance,1983,PolyGram Pictures
Boys and Girls,1983,Atlantis Films
He Makes Me Feel Like Dancin',1983,Edgar J. Scherick Associates
The Year of Living Dangerously,1982,Metro-Goldwyn-Mayer
The Year of Living Dangerously,1982,Freddie Fields Productions
The Year of Living Dangerously,1982,McElroy and McElroy
Silkwood,1983,ABC Motion Pictures
The Dresser,1983,Goldcrest Films
Cross Creek,1983,Thorn EMI Films
Return of the Jedi,1983,Lucasfilm Ltd.
Educating Rita,1983,Acorn Pictures
The Big Chill,1983,Carson Productions
WarGames,1983,United Artists
WarGames,1983,Sherwood Productions
"Reuben, Reuben",1983,TAFT Entertainment Pictures
Zelig,1983,Orion Pictures
Betrayal,1983,Horizon Pictures
Blue Thunder,1983,Rastar
Carmen,1983,Televisión Española
First Contact,1983,Arundel Productions
Heart Like a Wheel,1983,Aurora Productions
In the Nuclear Shadow: What Can the Children Tell Us?,1983,Impact Productions
Mickey's Christmas Carol,1983,Walt Disney Productions
Never Cry Wolf,1983,Walt Disney Pictures
Sewing Woman,1982,DeepFocus Productions
Spaces: The Architecture of Paul Rudolph,1983,Eisenhardt Productions
Testament,1983,American Playhouse
The Ball,1983,CinéproductionFilms A2MassfilmO.N.C.I.C.Ministère de la Culture de la Republique Française
The Sting II,1983,Universal Studios
To Be or Not to Be,1983,Brooksfilms
You Are Free,1983,Brokman/Landis
Amadeus,1984,The Saul Zaentz Company
The Killing Fields,1984,Goldcrest Films
The Killing Fields,1984,International Film Investors
The Killing Fields,1984,Enigma Productions
A Passage to India,1984,Thorn EMI Screen Entertainment
A Passage to India,1984,Home Box Office
A Passage to India,1984,Inc.
Places in the Heart,1984,Delphi II Productions
Indiana Jones and the Temple of Doom,1984,Lucasfilm Ltd.
Charade,1984,Sheridan College
Purple Rain,1984,Purple Films
The Stone Carvers,1984,Paul Wagner Productions
The Natural,1984,Delphi II Productions
A Soldier's Story,1984,Columbia Pictures
Footloose,1984,IndieProd
Ghostbusters,1984,Columbia-Delphi Productions
Ghostbusters,1984,Black Rhino[a]
The Bostonians,1984,Merchant Ivory Productions
The Cotton Club,1984,American Zoetrope
The Cotton Club,1984,Producers Sales Organization
Against All Odds,1984,New VisionsColumbia-Delphi Productions
Beverly Hills Cop,1984,Paramount Pictures
Beverly Hills Cop,1984,Don Simpson/Jerry Bruckheimer Films
Beverly Hills Cop,1984,Eddie Murphy Productions
Code Gray: Ethical Dilemmas in Nursing,1984,Fanlight Productions
Country,1984,Touchstone Films
Country,1984,Far West Productions
Country,1984,Pangaea Corporation
Dune,1984,Dino De Laurentiis Corporation
High Schools,1984,Guggenheim Productions
Marlene,1984,Bayerischer Rundfunk
Marlene,1984,OKO-Film
Paradise,1984,National Film Board of Canada
Recollections of Pavlovsk,1984,Lendoc
Splash,1984,Touchstone Films
Starman,1984,Industrial Light & Magic
Starman,1984,Delphi II Productions
The Children of Soong Ching Ling,1984,UNICEF
The Garden of Eden,1984,Florentine Films
The Karate Kid,1984,Jerry Weintraub Productions
The Muppets Take Manhattan,1984,Henson Associates
El Norte,1983,American Playhouse
The Pope of Greenwich Village,1984,United Artists
Wartime Romance,1983,Odessa Film Studio
Out of Africa,1985,Mirage Enterprises
Witness,1985,Edward S. Feldman Productions
Cocoon,1985,Zanuck/Brown Company
Prizzi's Honor,1985,ABC Motion Pictures
Back to the Future,1985,Amblin Entertainment
Kiss of the Spider Woman,1985,FilmDallas Pictures
Kiss of the Spider Woman,1985,Sugarloaf Films
Kiss of the Spider Woman,1985,HB Filmes
Ran,1985,Herald Ace
Ran,1985,Nippon Herald Films
Ran,1985,Greenwich Film Productions
The Official Story,1985,Historias Cinematograficas CinemaniaProgress Communications
The Trip to Bountiful,1985,Bountiful Film PartnersFilmDallas Pictures
White Nights,1985,Delphi IV Productions
Witness to War: Dr. Charlie Clements,1985,Skylight Pictures
The Color Purple,1985,Amblin Entertainment
The Color Purple,1985,The Guber-Peters Company
A Chorus Line,1985,Embassy Films Associates
A Chorus Line,1985,PolyGram Pictures
Runaway Train,1985,Golan-Globus Productions
Brazil,1985,Embassy International Pictures
Brazil,1985,Brazil Productions
Ladyhawke,1985,Warner Bros.
Ladyhawke,1985,20th Century Fox
Ladyhawke,1985,Lauren Shuler Production
Murphy's Romance,1985,Fogwood Films
Silverado,1985,Delphi III Productions
Angry Harvest,1985,CCC Film
Colonel Redl,1985,Jadran FilmMAFILMObjektív Filmstúdió
Keats and His Nightingale: A Blind Date,1985,Rhode Island Council for the Humanities
Making Overtures: The Story of a Community Orchestra,1985,Rhombus Media
Rambo: First Blood Part II,1985,Carolco Pictures
Rambo: First Blood Part II,1985,Anabasis Investments
Rambo: First Blood Part II,1985,N.V.
Rambo: First Blood Part II,1985,Estudios Churubusco
Remo Williams: The Adventure Begins,1985,Dick Clark Productions
Return to Oz,1985,Walt Disney Pictures
Return to Oz,1985,Silver Screen Partners
Soldiers in Hiding,1985,Filmworks
Soldiers in Hiding,1985,Inc.
Sweet Dreams,1985,HBO Pictures
Sweet Dreams,1985,Silver Screen Partners
The Courage to Care,1985,United Way
The Courage to Care,1985,Mutual of America
The Journey of Natty Gann,1985,Walt Disney Pictures
The Journey of Natty Gann,1985,Silver Screen Partners II
The Wizard of the Strings,1985,Strange Attractions
When Father Was Away on Business,1985,Centar Film
When Father Was Away on Business,1985,Forum Sarajevo
Young Sherlock Holmes,1985,Amblin Entertainment
Platoon,1986,Hemdale Film Corporation
A Room with a View,1985,Merchant Ivory Productions
A Room with a View,1985,Goldcrest Films
A Room with a View,1985,FilmFour International
Hannah and Her Sisters,1986,A Jack Rollins and Charles H. Joffe Production
Aliens,1986,Brandywine Productions
The Mission,1986,Goldcrest Films
The Color of Money,1986,Touchstone Pictures
The Color of Money,1986,Silver Screen Partners II
Top Gun,1986,Don Simpson/Jerry Bruckheimer Films
Round Midnight,1986,Little BearPECF
A Greek Tragedy,1985,CinéTé
Artie Shaw: Time Is All You've Got,1985,Bridge Film Productions
Precious Images,1986,Directors Guild of America
The Assault,1986,Fons Rademakers Produktie
The Fly,1986,Brooksfilms
The Fly,1986,SLM Production Group
"Women – for America, for the World",1986,Better World Society
Star Trek IV: The Voyage Home,1986,Paramount Pictures
Peggy Sue Got Married,1986,American Zoetrope
Peggy Sue Got Married,1986,Delphi V Productions
Peggy Sue Got Married,1986,Rastar
Hoosiers,1986,Hemdale Pictures
Hoosiers,1986,De Haven Productions
Little Shop of Horrors,1986,The Geffen Company
An American Tail,1986,Amblin Entertainment
An American Tail,1986,Sullivan Bluth Studios
Betty Blue,1986,Constellation Productions
Betty Blue,1986,Cargo Films
Chile: Hasta Cuando?,1986,Frontline Films
Crocodile Dundee,1986,Rimfire Films
Debonair Dancers,1986,Brooks Institute of Photography
Heartbreak Ridge,1986,Malpaso Productions
Legend,1985,Embassy International Pictures N.V.
Legend,1985,Legend Production Company
Luxo Jr.,1986,Pixar Animation Studios
Mona Lisa,1986,HandMade Films
My Beautiful Laundrette,1985,Working Title Films
My Beautiful Laundrette,1985,Channel Four Films
Pirates,1986,Cathargo FilmsAccent-Cominco
Poltergeist II: The Other Side,1986,Metro-Goldwyn-Mayer
Poltergeist II: The Other Side,1986,Freddie Fields Productions
Poltergeist II: The Other Side,1986,Grais-Victor Productions
Stand by Me,1986,Act III Productions
That's Life!,1986,Blake Edwards Entertainment
That's Life!,1986,Delphi V Productions
That's Life!,1986,Paradise Cove Entertainment
That's Life!,1986,Ubilam Productions
The Clan of the Cave Bear,1986,Producers Sales Organization
The Clan of the Cave Bear,1986,The Guber-Peters Company
"The Frog, the Dog and the Devil",1986,National Film Unit
The Karate Kid Part II,1986,Delphi V Productions
The Morning After,1986,American Filmworks
The Morning After,1986,Lorimar Motion Pictures
The Last Emperor,1987,Hemdale Film Corporation
The Last Emperor,1987,Recorded Picture Company
Moonstruck,1987,Metro-Goldwyn-Mayer
Moonstruck,1987,Star Partners II Ltd.
Babette's Feast,1987,Nordisk Film
Dirty Dancing,1987,Great American Films Limited Partnership
Harry and the Hendersons,1987,Universal Pictures
Harry and the Hendersons,1987,Amblin Entertainment
Innerspace,1987,Amblin Entertainment
The Man Who Planted Trees,1987,CBC
The Man Who Planted Trees,1987,Societe Radio-Canada
Wall Street,1987,American Entertainment PartnersAmercent Films
Young at Heart,1987,Sue Marx FilmsUrban Communications Group
Broadcast News,1987,Gracie Films
Empire of the Sun,1987,Amblin Entertainment
Fatal Attraction,1987,Jaffe/Lansing Productions
Hope and Glory,1987,Goldcrest Films
Hope and Glory,1987,Nelson Entertainment
Cry Freedom,1987,Marble Arch Productions
Ironweed,1987,Taft Entertainment Pictures
RoboCop,1987,Orion Pictures
The Dead,1987,Vestron Pictures
The Dead,1987,Channel 4
The Witches of Eastwick,1987,Guber-Peters Company
The Witches of Eastwick,1987,Kennedy Miller
Beverly Hills Cop II,1987,Don Simpson/Jerry Bruckheimer Films
Beverly Hills Cop II,1987,Eddie Murphy Productions
Full Metal Jacket,1987,Natant
Full Metal Jacket,1987,Harrier Films
George and Rosemary,1987,National Film Board of Canada
"Good Morning, Vietnam",1987,Touchstone Pictures
"Good Morning, Vietnam",1987,Silver Screen Partners III
Happy New Year,1987,Delphi IV Productions
In the Wee Wee Hours...,1987,USC School of Cinema-Television
Language Says It All,1987,Tripod
Lethal Weapon,1987,Silver Pictures
Mannequin,1987,Gladden Entertainment
Mannequin,1987,20th Century Fox
Maurice,1987,Merchant Ivory Productions
Maurice,1987,Film Four International
Predator,1987,20th Century Fox
Predator,1987,Davis Entertainment
Silver into Gold,1987,Stanford University
Street Smart,1987,Golan-Globus Productions
The Family,1987,Massfilm
The Family,1987,Cinecittà
The Family,1987,RAI Uno
The Princess Bride,1987,Act III Communications
The Princess Bride,1987,Buttercup Films
The Whales of August,1987,Nelson Entertainment
Your Face,1987,Plymptoons Studio
Rain Man,1988,United Artists
Rain Man,1988,Guber-Peters Company
Rain Man,1988,Star Partners II
Rain Man,1988,Ltd.
Dangerous Liaisons,1988,Lorimar Film Entertainment
Dangerous Liaisons,1988,NFH Limited
Who Framed Roger Rabbit,1988,Touchstone Pictures
Who Framed Roger Rabbit,1988,Amblin Entertainment
Who Framed Roger Rabbit,1988,Silver Screen Partners III
Working Girl,1988,20th Century Fox
A Fish Called Wanda,1988,Metro-Goldwyn-Mayer
A Fish Called Wanda,1988,Prominent Features
Pelle the Conqueror,1987,Odyssey Entertainment
Pelle the Conqueror,1987,Svensk Filmindustri
Pelle the Conqueror,1987,Per Holst Filmproduktion
Beetlejuice,1988,The Geffen Company
Bird,1988,Malpaso Productions
The Appointments of Dennis Jennings,1988,Schooner Productions
Tin Toy,1988,Pixar Animation Studios
You Don't Have to Die,1988,Tiger Rose Productions
Gorillas in the Mist,1988,The Guber-Peters Company
Die Hard,1988,20th Century Fox
Die Hard,1988,Gordon Company
Die Hard,1988,Silver Pictures
Tucker: The Man and His Dream,1988,Lucasfilm Ltd.
Tucker: The Man and His Dream,1988,Zoetrope Studios
Big,1988,Gracie Films
Coming to America,1988,Eddie Murphy Productions
Little Dorrit,1987,Sands Films
Running on Empty,1988,Lorimar Film Entertainment
Running on Empty,1988,Double Play
The Unbearable Lightness of Being,1988,The Saul Zaentz Company
Willow,1988,Metro-Goldwyn-Mayer
Willow,1988,Lucasfilm Ltd.
Willow,1988,Imagine Entertainment
A Handful of Dust,1988,London Weekend Television
Bagdad Cafe,1987,Bayerischer Rundfunk
Bagdad Cafe,1987,Hessischer Rundfunk
Bagdad Cafe,1987,Pelemele Film
Bagdad Cafe,1987,Pro-ject Filmproduktion
Beaches,1988,Touchstone Pictures
Beaches,1988,Silver Screen Partners IV
Beaches,1988,All Girl Productions
Buster,1988,Vestron Pictures
Gang Cops,1988,USC Center for Visual Anthropology
Gang Cops,1988,School of Cinema/Television
Let's Get Lost,1988,Little Bear
Promises to Keep,1988,Durrin Productions
Salaam Bombay!,1988,Cadrage
Salaam Bombay!,1988,Channel Four Films
Salaam Bombay!,1988,Doordarshan
Salaam Bombay!,1988,La Sept Cinéma
Salaam Bombay!,1988,Mirabai Films
Salaam Bombay!,1988,NFDC
Scrooged,1988,Mirage Productions
Stand and Deliver,1988,American Playhouse
Sunset,1988,ML Delphi Premier Productions
Technological Threat,1988,Kroyer Films
Technological Threat,1988,Inc.
Tequila Sunrise,1988,The Mount Company
The Children's Storefront,1988,Simon & Goodman Picture Company
The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988,Worldwide Documentaries Inc.
The Last Temptation of Christ,1988,Universal Pictures
The Last Temptation of Christ,1988,Cineplex Odeon Films
